unique_staying_id,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_passive,waiting_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,staying_notes
104,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
105,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,1,W,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
106,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
107,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
108,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,2,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
109,2018_Seattle_Citywide,TUJ1,08/04/2018 12:38:00 PM,08/04/2018 12:58:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,69,1,2,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
110,2018_Seattle_Citywide,TUJ1,08/04/2018 04:08:00 PM,08/04/2018 04:28:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,76,1,1,W,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
111,2018_Seattle_Citywide,TUJ1,08/04/2018 04:08:00 PM,08/04/2018 04:28:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,76,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
112,2018_Seattle_Citywide,TUJ1,08/04/2018 04:08:00 PM,08/04/2018 04:28:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,76,1,1,W,Male,25-44,,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
113,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
114,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
115,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
116,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
117,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
118,2018_Seattle_Citywide,BLV1,08/23/2018 12:26:00 PM,08/23/2018 12:46:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
120,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
121,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
122,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
123,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
124,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,
125,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
126,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
127,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
128,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
129,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
130,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
131,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
132,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
133,2018_Seattle_Citywide,CAP1,07/26/2018 08:30:00 AM,07/26/2018 08:50:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
134,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,W,Male,25-44,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,
135,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
136,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,65+,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
137,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
138,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
139,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
140,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
141,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
142,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
143,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
144,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
145,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
146,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,45-64,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,
147,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
148,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
149,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
150,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
151,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
152,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,2,N,Female,25-44,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
153,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,U,Female,25-44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
154,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
155,2018_Seattle_Citywide,CAP1,07/26/2018 12:25:00 PM,07/26/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
156,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,65+,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
157,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,L,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
158,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
159,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Female,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
160,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,B,Male,25-44,,,1,1,,,,,,,,,1,,,1,,1,1,,,,1,,,,,,,,,,,,,
161,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
162,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,L,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
163,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
164,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
165,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
166,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
167,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
168,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,U,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
169,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,25-44,1,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
170,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Male,45-64,1,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,1,,,,,,
171,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,45-64,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
172,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
173,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
174,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
175,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
176,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
177,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
178,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
179,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
180,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,2,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
181,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,45-64,,,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
182,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
183,2018_Seattle_Citywide,CAP1,07/26/2018 04:31:00 PM,07/26/2018 04:51:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
184,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,15-24,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,
185,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,25-44,1,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,
186,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
187,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Female,25-44,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
188,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
189,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,L,Male,45-64,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
190,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
191,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
192,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
193,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Female,45-64,1,,,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,,1,,,,,,
194,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
195,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
196,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,45-64,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
197,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
198,2018_Seattle_Citywide,CAP1,07/27/2018 08:27:00 AM,07/27/2018 08:47:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,1,B,Male,45-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,
199,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,W,Male,15-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
200,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
201,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
202,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
203,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
204,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
205,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
206,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
207,2018_Seattle_Citywide,CAP1,07/27/2018 12:24:00 PM,07/27/2018 12:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,74,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
