unique_moving_id,study_id,location_id,moving_time_start,moving_time_end,moving_day_of_week,moving_time_of_day,moving_count_surveyor,moving_conditions,moving_microclimate,moving_temperature,moving_row_id,moving_row_total,moving_male,moving_male_mobility_assist,moving_female,moving_female_mobility_assist,moving_other_unsure,moving_other_unsure_mobility_assist,moving_total_mobility_assist,moving_groupsize_1,moving_groupsize_2,moving_groupsize_3,moving_groupsize_4,moving_groupsize_5,moving_groupsize_6,moving_groupsize_7,moving_groupsize_8,moving_groupsize_9,moving_groupsize_10+,moving_0-4,moving_5-14,moving_15-24,moving_25-44,moving_45-64,moving_65+,moving_25_64,moving_pedestrian,moving_micromobility,moving_bicycling,moving_motorized,moving_supported,moving_notes
115,2018_Seattle_Citywide,PIK3,07/23/2018 12:10:00 PM,07/23/2018 12:20:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,1,57,,,,,,,,32,11,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
116,2018_Seattle_Citywide,PIK3,07/23/2018 12:20:00 PM,07/23/2018 12:30:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,2,61,31,,30,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
117,2018_Seattle_Citywide,PIK3,07/23/2018 06:00:00 PM,07/23/2018 06:10:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,74,1,35,,,,,,,,19,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
118,2018_Seattle_Citywide,PIK3,07/23/2018 06:11:00 PM,07/23/2018 06:21:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,74,2,41,25,,16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
119,2018_Seattle_Citywide,PIK3,07/24/2018 08:10:00 AM,07/24/2018 08:20:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,72,1,28,,,,,,,,22,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
120,2018_Seattle_Citywide,PIK3,07/24/2018 08:20:00 AM,07/24/2018 08:30:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,72,2,19,13,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
121,2018_Seattle_Citywide,PIK3,07/24/2018 12:00:00 PM,07/24/2018 12:10:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,1,31,,,,,,,,21,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
122,2018_Seattle_Citywide,PIK3,07/24/2018 12:10:00 PM,07/24/2018 12:20:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,2,37,28,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
123,2018_Seattle_Citywide,PIK3,07/24/2018 04:04:00 PM,07/24/2018 04:14:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,1,88,,,,,,,,69,8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
124,2018_Seattle_Citywide,PIK3,07/24/2018 04:15:00 PM,07/24/2018 04:25:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,2,83,52,,31,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
125,2018_Seattle_Citywide,PIK3,08/18/2018 12:03:00 PM,08/18/2018 12:13:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,49,,,,,,,,28,6,3,0,0,0,0,0,0,0,,,,,,,,,,,,,
126,2018_Seattle_Citywide,PIK3,08/18/2018 12:14:00 PM,08/18/2018 12:24:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,2,54,35,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
127,2018_Seattle_Citywide,PIK3,08/18/2018 04:04:00 PM,08/18/2018 04:14:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,80,,,,,,,,48,12,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
128,2018_Seattle_Citywide,PIK3,08/18/2018 04:14:00 PM,08/18/2018 04:24:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,2,89,61,,28,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
129,2018_Seattle_Citywide,GPR4,09/06/2018 09:47:00 AM,09/06/2018 09:57:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,66,1,6,,,,,,,,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
130,2018_Seattle_Citywide,GPR4,09/06/2018 09:59:00 AM,09/06/2018 10:09:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,66,2,5,2,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
131,2018_Seattle_Citywide,GPR4,09/06/2018 01:34:00 PM,09/06/2018 01:44:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,7,,,,,,,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
132,2018_Seattle_Citywide,GPR4,09/06/2018 01:44:00 PM,09/06/2018 01:54:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,2,15,11,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
133,2018_Seattle_Citywide,GPR4,09/06/2018 05:30:00 PM,09/06/2018 05:40:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,27,,,,,,,,12,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,
134,2018_Seattle_Citywide,GPR4,09/06/2018 05:40:00 PM,09/06/2018 05:50:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,2,30,12,,18,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
135,2018_Seattle_Citywide,GPR4,09/07/2018 09:55:00 AM,09/07/2018 10:05:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,9,,,,,,,,5,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
136,2018_Seattle_Citywide,GPR4,09/07/2018 10:05:00 AM,09/07/2018 10:15:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,2,8,1,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
137,2018_Seattle_Citywide,GPR4,09/07/2018 01:21:00 PM,09/07/2018 01:31:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,17,,,,,,,,10,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
138,2018_Seattle_Citywide,GPR4,09/07/2018 01:31:00 PM,09/07/2018 01:41:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,2,20,11,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
139,2018_Seattle_Citywide,GPR4,09/07/2018 05:06:00 PM,09/07/2018 05:16:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,19,,,,,,,,8,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
140,2018_Seattle_Citywide,GPR4,09/07/2018 05:18:00 PM,09/07/2018 05:28:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,2,22,10,,11,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
141,2018_Seattle_Citywide,GPR4,09/08/2018 01:47:00 PM,09/08/2018 01:57:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,65,1,21,,,,,,,,7,3,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
142,2018_Seattle_Citywide,GPR4,09/08/2018 01:58:00 PM,09/08/2018 02:08:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,65,2,21,10,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
143,2018_Seattle_Citywide,GPR4,09/08/2018 05:24:00 PM,09/08/2018 05:34:00 PM,Weekend,Evening,UD4H,,Light Clouds,69,1,20,,,,,,,,12,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
144,2018_Seattle_Citywide,GPR4,09/08/2018 05:35:00 PM,09/08/2018 05:45:00 PM,Weekend,Evening,UD4H,,Light Clouds,69,2,18,8,,8,,2,,2,,,,,,,,,,,,,,,,,,,,,,,
145,2018_Seattle_Citywide,RAV4,09/13/2018 09:36:00 AM,09/13/2018 09:46:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,57,1,3,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
146,2018_Seattle_Citywide,RAV4,09/13/2018 09:46:00 AM,09/13/2018 09:56:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,57,2,8,3,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
147,2018_Seattle_Citywide,RAV4,09/13/2018 12:57:00 PM,09/13/2018 01:07:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,64,1,14,,,,,,,,6,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
148,2018_Seattle_Citywide,RAV4,09/13/2018 01:08:00 PM,09/13/2018 01:18:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,64,2,10,8,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
149,2018_Seattle_Citywide,RAV4,09/13/2018 04:43:00 PM,09/13/2018 04:53:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,66,1,7,,,,,,,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
150,2018_Seattle_Citywide,RAV4,09/13/2018 04:55:00 PM,09/13/2018 05:05:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,66,2,8,4,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
151,2018_Seattle_Citywide,RAV4,09/14/2018 09:15:00 AM,09/14/2018 09:25:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
152,2018_Seattle_Citywide,RAV4,09/14/2018 09:25:00 AM,09/14/2018 09:35:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
153,2018_Seattle_Citywide,RAV4,09/14/2018 12:50:00 PM,09/14/2018 01:00:00 PM,Weekday,Midday,UD4H,,Light Clouds,63,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
154,2018_Seattle_Citywide,RAV4,09/14/2018 01:00:00 PM,09/14/2018 01:10:00 PM,Weekday,Midday,UD4H,,Light Clouds,63,2,4,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
155,2018_Seattle_Citywide,RAV4,09/14/2018 04:46:00 PM,09/14/2018 04:56:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,65,1,11,,,,,,,,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
156,2018_Seattle_Citywide,RAV4,09/14/2018 04:56:00 PM,09/14/2018 05:06:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,65,2,7,4,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
157,2018_Seattle_Citywide,RAV4,09/15/2018 01:02:00 PM,09/15/2018 01:12:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,64,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
158,2018_Seattle_Citywide,RAV4,09/15/2018 01:12:00 PM,09/15/2018 01:22:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,64,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
159,2018_Seattle_Citywide,RAV4,09/15/2018 04:46:00 PM,09/15/2018 04:56:00 PM,Weekend,Evening,UD4H,,Light Rain,63,1,10,,,,,,,,8,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
160,2018_Seattle_Citywide,RAV4,09/15/2018 04:57:00 PM,09/15/2018 05:07:00 PM,Weekend,Evening,UD4H,,Light Rain,63,2,2,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
161,2018_Seattle_Citywide,WHP2,09/19/2018 09:08:00 AM,09/19/2018 09:18:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,54,1,5,,,,,,,,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
162,2018_Seattle_Citywide,WHP2,09/19/2018 09:18:00 AM,09/19/2018 09:28:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,54,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
163,2018_Seattle_Citywide,WHP2,09/19/2018 12:43:00 PM,09/19/2018 12:53:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,65,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
164,2018_Seattle_Citywide,WHP2,09/19/2018 12:53:00 PM,09/19/2018 01:03:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,65,2,3,0,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
165,2018_Seattle_Citywide,WHP2,09/19/2018 04:42:00 PM,09/19/2018 04:52:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
166,2018_Seattle_Citywide,WHP2,09/19/2018 04:52:00 PM,09/19/2018 05:02:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
167,2018_Seattle_Citywide,WHP2,09/20/2018 09:02:00 AM,09/20/2018 09:12:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
168,2018_Seattle_Citywide,WHP2,09/20/2018 09:12:00 AM,09/20/2018 09:22:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
169,2018_Seattle_Citywide,WHP2,09/20/2018 12:42:00 PM,09/20/2018 12:52:00 PM,Weekday,Midday,UD4H,,Light Clouds,64,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
170,2018_Seattle_Citywide,WHP2,09/20/2018 12:52:00 PM,09/20/2018 01:02:00 PM,Weekday,Midday,UD4H,,Light Clouds,64,2,4,1,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
171,2018_Seattle_Citywide,WHP2,09/20/2018 04:42:00 PM,09/20/2018 04:52:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,60,1,4,,,,,,,,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
172,2018_Seattle_Citywide,WHP2,09/20/2018 04:52:00 PM,09/20/2018 05:02:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,60,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
173,2018_Seattle_Citywide,WHP2,09/22/2018 12:45:00 PM,09/22/2018 12:55:00 PM,Weekend,Midday,UD4H,,Light Clouds,65,1,3,,,,,,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
174,2018_Seattle_Citywide,WHP2,09/22/2018 12:55:00 PM,09/22/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Clouds,65,2,5,1,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
175,2018_Seattle_Citywide,WHP2,09/22/2018 04:45:00 PM,09/22/2018 04:55:00 PM,Weekend,Evening,UD4H,,Light Rain,66,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
176,2018_Seattle_Citywide,WHP2,09/22/2018 04:55:00 PM,09/22/2018 05:05:00 PM,Weekend,Evening,UD4H,,Light Rain,66,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
177,2018_Seattle_Citywide,OTH2,08/14/2018 09:40:00 AM,08/14/2018 09:50:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,12,,,,,,,,8,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
178,2018_Seattle_Citywide,OTH2,08/14/2018 09:51:00 AM,08/14/2018 10:01:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,2,5,2,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
179,2018_Seattle_Citywide,OTH2,08/14/2018 01:17:00 PM,08/14/2018 01:27:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,1,8,,,,,,,,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
180,2018_Seattle_Citywide,OTH2,08/14/2018 01:27:00 PM,08/14/2018 01:37:00 PM,Weekday,Midday,UD4H,,Light Clouds,76,2,9,6,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
181,2018_Seattle_Citywide,OTH2,08/14/2018 04:55:00 PM,08/14/2018 05:05:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,1,10,,,,,,,,8,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
182,2018_Seattle_Citywide,OTH2,08/14/2018 05:24:00 PM,08/14/2018 05:34:00 PM,Weekday,Evening,UD4H,,Light Clouds,80,2,11,9,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
183,2018_Seattle_Citywide,OTH2,08/18/2018 01:58:00 PM,08/18/2018 02:08:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,1,9,,,,,,,,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
184,2018_Seattle_Citywide,OTH2,08/18/2018 02:09:00 PM,08/18/2018 02:19:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,71,2,4,2,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
185,2018_Seattle_Citywide,OTH2,08/18/2018 04:57:00 PM,08/18/2018 05:07:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,4,,,,,,,,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
186,2018_Seattle_Citywide,OTH2,08/18/2018 05:08:00 PM,08/18/2018 05:18:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,2,10,4,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
187,2018_Seattle_Citywide,OTH2,08/20/2018 09:57:00 AM,08/20/2018 10:07:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,6,,,,,,,,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
188,2018_Seattle_Citywide,OTH2,08/20/2018 10:07:00 AM,08/20/2018 10:17:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,2,4,4,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
189,2018_Seattle_Citywide,OTH2,08/20/2018 01:26:00 PM,08/20/2018 01:36:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,15,,,,,,,,5,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,
190,2018_Seattle_Citywide,OTH2,08/20/2018 01:38:00 PM,08/20/2018 01:48:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,2,13,5,,7,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
191,2018_Seattle_Citywide,OTH2,08/20/2018 04:56:00 PM,08/20/2018 05:06:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,1,7,,,,,,,,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
192,2018_Seattle_Citywide,OTH2,08/20/2018 05:07:00 PM,08/20/2018 05:17:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,80,2,10,6,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
193,2018_Seattle_Citywide,MAM1,08/16/2018 08:20:00 AM,08/16/2018 08:30:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,3,,,,,,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
194,2018_Seattle_Citywide,MAM1,08/16/2018 08:30:00 AM,08/16/2018 08:40:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,2,7,2,,4,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
195,2018_Seattle_Citywide,MAM1,08/16/2018 12:14:00 PM,08/16/2018 12:24:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,5,,,,,,,,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
196,2018_Seattle_Citywide,MAM1,08/16/2018 12:24:00 PM,08/16/2018 12:34:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,2,6,0,,4,,2,,0,,,,,,,,,,,,,,,,,,,,,,,
197,2018_Seattle_Citywide,MAM1,08/16/2018 04:02:00 PM,08/16/2018 04:12:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,1,5,,,,,,,,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
198,2018_Seattle_Citywide,MAM1,08/16/2018 04:13:00 PM,08/16/2018 04:23:00 PM,Weekday,Evening,UD4H,,Light Clouds,74,2,8,6,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
199,2018_Seattle_Citywide,MAM1,08/17/2018 08:09:00 AM,08/17/2018 08:19:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,58,1,3,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
200,2018_Seattle_Citywide,MAM1,08/17/2018 08:20:00 AM,08/17/2018 08:30:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,58,2,3,0,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
201,2018_Seattle_Citywide,MAM1,08/17/2018 12:06:00 PM,08/17/2018 12:16:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,63,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202,2018_Seattle_Citywide,MAM1,08/17/2018 12:19:00 PM,08/17/2018 12:29:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,63,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
203,2018_Seattle_Citywide,MAM1,08/17/2018 04:08:00 PM,08/17/2018 04:18:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,1,12,,,,,,,,6,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
204,2018_Seattle_Citywide,MAM1,08/17/2018 04:18:00 PM,08/17/2018 04:28:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,2,7,2,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
205,2018_Seattle_Citywide,MAM1,08/25/2018 12:47:00 PM,08/25/2018 12:57:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,59,1,3,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
206,2018_Seattle_Citywide,MAM1,08/25/2018 12:59:00 PM,08/25/2018 01:09:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,59,2,6,4,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
207,2018_Seattle_Citywide,MAM1,08/25/2018 03:27:00 PM,08/25/2018 03:37:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,63,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
208,2018_Seattle_Citywide,MAM1,08/25/2018 03:38:00 PM,08/25/2018 03:48:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,63,2,4,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
209,2018_Seattle_Citywide,PIK4,07/23/2018 09:12:00 AM,07/23/2018 09:22:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,72,1,30,,,,,,,,26,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
210,2018_Seattle_Citywide,PIK4,07/23/2018 09:24:00 AM,07/23/2018 09:34:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,72,2,32,18,,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
211,2018_Seattle_Citywide,PIK4,07/23/2018 01:17:00 PM,07/23/2018 01:27:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,80,1,18,,,,,,,,18,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
212,2018_Seattle_Citywide,PIK4,07/23/2018 01:28:00 PM,07/23/2018 01:38:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,80,2,19,8,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
213,2018_Seattle_Citywide,PIK4,07/23/2018 06:45:00 PM,07/23/2018 06:55:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,75,1,39,,,,,,,,20,8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
214,2018_Seattle_Citywide,PIK4,07/23/2018 06:55:00 PM,07/23/2018 07:05:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,75,2,77,44,,33,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
215,2018_Seattle_Citywide,PIK4,07/24/2018 08:55:00 AM,07/24/2018 09:05:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,74,1,31,,,,,,,,29,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
216,2018_Seattle_Citywide,PIK4,07/24/2018 09:05:00 AM,07/24/2018 09:15:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,74,2,50,34,,16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
217,2018_Seattle_Citywide,PIK4,07/24/2018 12:44:00 PM,07/24/2018 12:54:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,72,1,22,,,,,,,,13,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
218,2018_Seattle_Citywide,PIK4,07/24/2018 12:55:00 PM,07/24/2018 01:05:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,72,2,31,14,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
219,2018_Seattle_Citywide,PIK4,07/24/2018 04:53:00 PM,07/24/2018 05:03:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,1,45,,,,,,,,39,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
220,2018_Seattle_Citywide,PIK4,07/24/2018 05:04:00 PM,07/24/2018 05:14:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,2,63,35,,28,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
221,2018_Seattle_Citywide,PIK4,08/18/2018 01:01:00 PM,08/18/2018 01:11:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,72,1,43,,,,,,,,28,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
222,2018_Seattle_Citywide,PIK4,08/18/2018 01:12:00 PM,08/18/2018 01:22:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,72,2,30,18,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
223,2018_Seattle_Citywide,PIK4,08/18/2018 04:57:00 PM,08/18/2018 05:07:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,31,,,,,,,,16,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
224,2018_Seattle_Citywide,PIK4,08/18/2018 05:08:00 PM,08/18/2018 05:18:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,2,48,26,,22,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
225,2018_Seattle_Citywide,BEA1,07/21/2018 01:07:00 PM,07/21/2018 01:17:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,68,1,4,,,,,,,,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
226,2018_Seattle_Citywide,BEA1,07/21/2018 01:17:00 PM,07/21/2018 01:27:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,68,2,13,7,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
227,2018_Seattle_Citywide,BEA1,07/21/2018 04:34:00 PM,07/21/2018 04:44:00 PM,Weekend,Evening,UD4H,,Light Clouds,68,1,5,,,,,,,,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
228,2018_Seattle_Citywide,BEA1,07/21/2018 04:45:00 PM,07/21/2018 04:55:00 PM,Weekend,Evening,UD4H,,Light Clouds,68,2,4,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
229,2018_Seattle_Citywide,BEA1,07/25/2018 09:13:00 AM,07/25/2018 09:23:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,65,1,10,,,,,,,,5,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
